Indx,Gender,Age,Homeincome,NumHH,Home_Hcode,Work_Hcode,Distance,Home_X,Home_Y,Work_X,Work_Y,Prob_XYZ
5815,1,4,3,2,1144072000,1144073000,1,126.912,37.56237,126.903175,37.56808,1.111389e-05
5459,0,1,3,3,1130555500,1123070500,1,127.02501,37.620667,127.047295,37.588943,3.9483566e-06
5476,0,2,4,4,1144065500,1114054000,1,126.92868,37.548557,126.9761,37.557823,1.4289288e-05
5892,0,0,4,4,1129081000,1156055000,3,127.06408,37.609386,126.8961,37.524788,2.8578575e-05
5580,0,1,5,2,1114068000,1117053000,1,126.96506,37.556892,126.97208,37.54746,1.3464903e-05
5164,1,1,3,3,1135072000,1159060500,3,127.05997,37.661507,126.959595,37.506313,1.582674e-05
5447,0,3,2,3,1144056500,1156053500,1,126.95712,37.54675,126.906555,37.521545,4.919263e-06
5988,1,2,3,1,1132051500,1156072000,3,127.04328,37.654743,126.897865,37.498898,3.8898615e-05
5557,0,3,2,4,1120064500,1120067000,1,127.01452,37.543526,127.05529,37.540375,4.3489144e-06
5093,0,3,4,4,1117065000,1168059000,1,126.993195,37.533176,127.05012,37.509747,9.838526e-06
5048,0,1,4,1,1123060000,1165058100,2,127.05196,37.57187,127.0044,37.501976,1.143143e-05
5317,0,0,4,4,1126062000,1156060500,3,127.08216,37.61453,126.89422,37.516567,2.8578575e-05
5479,0,2,3,4,1162065500,1147060000,2,126.9271,37.479458,126.82924,37.53976,1.00025e-05
5790,1,1,6,2,1144061000,1144066000,1,126.94694,37.54962,126.92121,37.554344,5.556945e-06
5614,1,0,4,4,1130562500,1168064000,3,127.01921,37.645035,127.0346,37.499786,2.5006251e-05
5850,1,2,3,6,1156063000,1156051500,1,126.91994,37.510826,126.91089,37.51408,9.261573e-06
5670,1,3,4,2,1162074500,1162071500,1,126.92844,37.466244,126.917564,37.462803,1.1767648e-05
5830,1,3,5,4,1162068500,1154551000,1,126.91872,37.48602,126.88311,37.47783,9.806373e-06
5650,1,1,3,3,1135064000,1135069500,1,127.06712,37.657173,127.05984,37.651226,2.4143965e-05
5836,0,0,3,3,1156054000,1174070000,3,126.928795,37.52282,127.1448,37.53016,5.001249e-06
5559,0,2,4,2,1135059500,1168051000,3,127.07246,37.625233,127.024506,37.521988,2.2862858e-05
5354,0,1,3,1,1144071000,1117068500,2,126.920815,37.561783,127.00353,37.53571,6.2515624e-05
5946,0,3,5,4,1129058000,1150064100,3,127.02378,37.599327,126.81424,37.578785,2.3082692e-05
5193,0,2,5,2,1121584000,1114055000,2,127.07212,37.53465,126.983185,37.565777,3.0776922e-05
5566,0,1,6,1,1174068500,1114052000,3,127.14297,37.53863,126.97455,37.56353,2.1880469e-05
5887,1,1,3,4,1130559500,1130560300,1,127.03122,37.638004,127.03567,37.632862,2.442471e-05
5167,1,3,3,4,1135061900,1135064000,1,127.081345,37.64916,127.06506,37.655823,5.173707e-06
5956,1,2,3,4,1156053500,1168061000,3,126.90827,37.52375,127.0628,37.50562,7.5018743e-06
5350,0,2,4,4,1132071000,1144063000,3,127.02617,37.65938,126.93502,37.54649,1.3892362e-05
5727,1,0,3,1,1144058500,1144073000,1,126.95173,37.538967,126.903175,37.56808,1.9677052e-05
5406,0,2,1,4,1117055500,1168063000,2,126.96731,37.548874,127.05458,37.50417,9.093182e-06
5246,1,4,5,3,1165053100,1168064000,1,127.01775,37.498066,127.0346,37.499786,1.9359679e-05
5480,0,2,3,4,1130564500,1150062000,3,127.011795,37.65048,126.806816,37.55611,2.222778e-05
5264,0,1,3,4,1135062400,1144061000,3,127.07688,37.658607,126.947266,37.547443,5.064556e-06
5454,1,1,3,3,1132052200,1171071000,3,127.04778,37.679993,127.102036,37.515274,1.266139e-05
5226,1,3,4,5,1126063000,1126063000,1,127.07508,37.61078,127.07665,37.610058,1.3336666e-05
5351,1,3,3,2,1156061000,1153056000,1,126.88573,37.524372,126.88918,37.502804,2.4697526e-06
5525,1,4,1,2,1162061500,1162056500,1,126.94939,37.48417,126.950966,37.490158,4.5465913e-06
5719,0,2,3,4,1171061000,1117069000,2,127.09147,37.50212,126.98706,37.522045,5.0012502e-05
5708,1,0,2,4,1171064100,1171060000,1,127.126595,37.48896,127.104004,37.503555,2.7279542e-05
5457,1,3,3,3,1126055000,1171071000,2,127.08025,37.583115,127.102036,37.515274,2.8578575e-06
5837,1,1,4,5,1171061000,1171059000,1,127.09147,37.50212,127.11505,37.5016,1.0872285e-05
5528,0,1,4,3,1168067000,1168058000,1,127.06953,37.48678,127.060036,37.51189,4.412868e-06
5678,0,2,6,4,1135063000,1168052100,3,127.0541,37.678062,127.02557,37.511536,1.1395252e-05
5939,0,3,4,2,1123061000,1111053000,2,127.06139,37.57029,126.972786,37.572796,2.5720718e-05
5795,0,1,2,1,1141061500,1141058500,1,126.932205,37.572433,126.94108,37.562218,2.1433929e-05
5920,1,3,4,2,1138055200,1138055100,1,126.91231,37.61745,126.91838,37.621952,2.0838543e-05
5922,0,3,3,3,1162069500,1162069500,1,126.92811,37.486557,126.9305,37.48564,4.3148044e-05
5067,1,2,3,1,1156053500,1141058500,1,126.90827,37.52375,126.94108,37.562218,4.9395053e-06
5291,1,3,3,2,1162052500,1162052500,1,126.93322,37.48994,126.93086,37.489597,2.3535296e-05
5510,0,2,4,1,1111056000,1141056500,1,126.970795,37.60893,126.9651,37.563015,1.5628908e-05
5203,0,3,3,3,1156067000,1123065000,3,126.90513,37.50257,127.06595,37.56431,3.0007497e-05
5000,1,4,2,1,1135060000,1153051000,3,127.08345,37.624477,126.88523,37.508358,2.2862858e-05
5936,1,1,4,3,1135071000,1171058000,3,127.060936,37.667366,127.10903,37.507053,5.064556e-06
5689,1,2,2,2,1168061000,1168059000,1,127.064514,37.499584,127.05012,37.509747,1.3238605e-05
5746,0,3,5,4,1141062000,1138055100,1,126.94349,37.584732,126.91838,37.621952,1.5628908e-05
5779,0,4,2,3,1156068000,1168053100,2,126.912766,37.49866,127.03564,37.51618,1.8754688e-05
5792,1,0,3,2,1153054000,1153054000,1,126.89468,37.48678,126.8956,37.484562,2.703379e-05
5108,1,3,6,4,1165056000,1165051000,1,127.0158,37.50503,127.01802,37.487484,9.679839e-06
5398,0,1,4,3,1147051000,1168051000,3,126.87195,37.525826,127.024506,37.521988,2.9419118e-05
5134,1,4,5,3,1168054500,1168053100,1,127.03218,37.52906,127.03564,37.51618,6.4532255e-06
5280,1,1,2,1,1165060000,1121571000,2,126.99501,37.485264,127.07459,37.54247,3.8471153e-05
5287,0,1,2,1,1162069500,1168063000,2,126.92811,37.486557,127.05458,37.50417,5.00125e-06
5538,0,3,3,4,1153072000,1154567000,2,126.86243,37.501842,126.89868,37.455036,2.2227774e-05
5300,1,0,2,4,1144056500,1144063000,1,126.95712,37.54675,126.93502,37.54649,8.198773e-06
5882,1,3,3,4,1132052200,1135063000,1,127.04778,37.679993,127.054405,37.67537,8.622845e-06
5238,0,2,4,3,1129072500,1154551000,3,127.044174,37.604347,126.88311,37.47783,1.1541346e-05
5401,1,4,2,3,1111053000,1114057000,1,126.96898,37.574173,126.99266,37.560867,5.770673e-06
5932,0,2,3,3,1153075000,1153053000,1,126.856476,37.492092,126.88135,37.497166,3.175397e-06
5672,1,4,3,2,1162077500,1138059000,3,126.92145,37.47129,126.92176,37.593987,4.4455555e-05
5497,0,0,4,1,1138055100,1111065000,2,126.915825,37.624588,126.99636,37.587566,1.5388463e-05
5803,0,4,2,1,1150061100,1150060300,1,126.82794,37.55346,126.83402,37.564774,8.825735e-06
5579,1,2,4,5,1111063000,1111064000,1,127.00308,37.574535,127.00077,37.5796,4.546592e-06
5374,1,3,3,1,1156062000,1141069000,1,126.89404,37.53604,126.91919,37.572834,4.9395053e-06
5526,1,1,4,1,1111061500,1111065000,1,126.99152,37.57191,126.99636,37.587566,9.093184e-06
5925,0,1,3,2,1144058500,1114060500,1,126.95173,37.538967,126.994446,37.565884,2.4596316e-06
5619,1,0,2,1,1162077500,1162069500,1,126.92145,37.47129,126.9305,37.48564,2.4515934e-05
5295,1,3,3,2,1156060500,1144059000,1,126.88937,37.51698,126.94696,37.54184,4.9395053e-06
5793,0,2,2,1,1154568000,1154568000,1,126.91757,37.449543,126.91877,37.448273,1.6670834e-05
5687,1,2,2,3,1153073000,1147068000,1,126.85358,37.506054,126.8692,37.51106,1.6670836e-05
5336,0,2,2,1,1162057500,1159053000,1,126.96029,37.480988,126.95408,37.498253,4.5465913e-06
5968,1,4,2,1,1135060000,1168064000,3,127.08345,37.624477,127.0346,37.499786,2.2862858e-05
5738,0,2,2,3,1130561500,1114059000,2,127.01629,37.630272,127.00471,37.565742,1.7651471e-05
5744,0,3,4,4,1171064700,1123053600,3,127.142136,37.479412,127.03232,37.575073,1.25031265e-05
5621,1,3,3,1,1156063000,1156061000,1,126.91994,37.510826,126.88929,37.52562,6.174382e-06
5752,0,3,4,4,1117063000,1168051000,1,126.97384,37.520126,127.024506,37.521988,1.9677052e-05
5195,0,2,4,4,1123070500,1156053500,3,127.04675,37.586063,126.906555,37.521545,3.7509377e-05
5721,1,1,5,1,1120057000,1120066000,1,127.0279,37.557564,127.04727,37.548042,6.5233717e-06
5247,0,1,4,1,1147058000,1156060500,2,126.826584,37.534958,126.89422,37.516567,2.5006253e-05
5182,0,2,4,1,1171060000,1138062500,3,127.10235,37.502632,126.91456,37.604538,4.7380265e-05
5693,1,2,4,1,1168059000,1168061000,1,127.04755,37.514008,127.0628,37.50562,2.9039515e-05
5304,1,0,4,6,1162052500,1159068000,1,126.93322,37.48994,126.92238,37.49412,6.864461e-06
5006,1,0,4,4,1135069500,1156054000,3,127.06129,37.650402,126.925804,37.524593,2.2790504e-05
5495,0,1,3,1,1144065500,1165053100,2,126.92868,37.548557,127.02049,37.49868,6.2515624e-05
5423,1,4,4,3,1171051000,1168064000,2,127.117256,37.537052,127.0346,37.499786,2.2227781e-05
5732,0,0,3,4,1159064000,1165052000,1,126.972466,37.488396,127.02878,37.49143,2.7279548e-05
5341,0,1,2,1,1156062000,1154551000,2,126.89404,37.53604,126.88311,37.47783,2.2227778e-05
5513,0,0,4,5,1141068500,1141070000,1,126.93276,37.585606,126.9238,37.578686,9.377344e-06
5428,0,3,6,3,1121583000,1121586000,1,127.08305,37.529644,127.09184,37.54918,2.1159136e-05
5155,1,3,4,3,1156071000,1153054000,1,126.90119,37.488407,126.8956,37.484562,1.6220272e-05
5269,0,1,3,1,1129062000,1129055500,1,127.01688,37.603256,127.01377,37.58782,3.290297e-05
5110,0,1,6,1,1147052000,1147052000,1,126.87253,37.542698,126.87268,37.545135,2.041327e-06
5656,0,2,3,4,1171062000,1168065000,2,127.12032,37.497013,127.04451,37.50055,2.500625e-05
5558,1,4,3,3,1162054500,1156054000,1,126.95988,37.48943,126.925804,37.524593,2.7279551e-05
5628,1,2,3,1,1162068500,1162069500,1,126.91872,37.48602,126.9305,37.48564,8.825736e-06
5212,1,0,2,2,1159054000,1154551000,1,126.942856,37.503136,126.88311,37.47783,1.4709559e-05
5184,1,4,3,4,1153051000,1159052000,1,126.88418,37.509296,126.93833,37.51354,1.5435957e-05
5481,1,1,3,1,1162056500,1156056000,2,126.95183,37.489433,126.900505,37.531773,1.5793423e-05
5206,1,2,3,1,1135069500,1165065200,3,127.06129,37.650402,127.04225,37.47005,1.7725946e-05
5905,0,0,3,2,1141055500,1156060500,2,126.9547,37.559666,126.89422,37.516567,2.1433929e-05
5786,1,3,5,6,1171061000,1168064000,1,127.09147,37.50212,127.0346,37.499786,2.174457e-05
5118,0,1,4,2,1153056000,1126065500,3,126.8885,37.502903,127.10444,37.60375,2.0004996e-05
5263,1,3,4,4,1156055000,1156056000,1,126.89673,37.524662,126.900505,37.531773,1.7288268e-05
5375,1,0,2,2,1117070000,1165051000,1,127.00027,37.52885,127.01802,37.487484,4.919263e-06
5149,0,2,6,4,1150053000,1150064000,1,126.86057,37.546474,126.80324,37.571564,8.165308e-06
5026,1,3,3,3,1153076000,1117062500,2,126.85345,37.486706,126.96763,37.530537,2.7784718e-06
5217,0,1,4,2,1156066000,1156053500,1,126.91346,37.5069,126.906555,37.521545,3.334166e-05
5373,1,3,2,3,1129057500,1129061000,1,127.01864,37.594124,127.020874,37.58279,3.1586853e-05
5876,0,1,4,3,1114055000,1114054000,1,126.98281,37.56373,126.9761,37.557823,1.30467415e-05
5321,0,2,4,4,1171052000,1114052000,3,127.11519,37.530403,126.97455,37.56353,3.1257812e-05
5742,0,0,2,1,1135059500,1168051000,3,127.07246,37.625233,127.024506,37.521988,3.429429e-05
5966,1,0,3,1,1171058000,1121584700,1,127.11172,37.50696,127.0664,37.53727,4.3489135e-06
5787,1,1,2,1,1132068000,1165053100,3,127.031265,37.64759,127.02049,37.49868,2.222778e-05
5839,0,1,2,1,1147057000,1150055000,1,126.84642,37.52336,126.85584,37.530678,7.938494e-06
5824,0,3,3,4,1171067000,1121583000,1,127.08576,37.51282,127.0855,37.534027,1.6308428e-05
5781,1,3,4,2,1154567000,1154561000,1,126.9009,37.454594,126.8944,37.467144,4.584479e-05
5007,1,4,3,2,1120053500,1120053500,1,127.0297,37.56745,127.02942,37.56628,8.697829e-06
5888,0,1,4,2,1141068500,1114059000,2,126.93276,37.585606,127.00471,37.565742,0.00010002499
5235,1,1,5,4,1121583000,1121586000,1,127.08305,37.529644,127.09184,37.54918,3.17387e-05
5633,0,2,4,1,1111056000,1114052000,1,126.970795,37.60893,126.97455,37.56353,1.8754688e-05
5635,1,3,5,3,1147064000,1150061100,1,126.84328,37.512978,126.8291,37.555573,9.526192e-06
5127,1,2,3,5,1135071000,1135067000,1,127.060936,37.667366,127.07031,37.663116,2.5868534e-05
5725,0,4,3,3,1171056100,1171072000,1,127.12221,37.50976,127.075035,37.508385,1.6308428e-05
5865,1,0,3,1,1168059000,1168058000,1,127.04755,37.514008,127.060036,37.51189,6.453226e-05
5141,0,1,3,2,1129066000,1130553500,1,127.0187,37.609486,127.02607,37.62832,5.264475e-06
5521,0,2,4,6,1168072000,1156054000,3,127.08275,37.483654,126.925804,37.524593,8.5735715e-05
5762,0,1,3,2,1130557500,1130553400,1,127.01584,37.617207,127.0131,37.622063,2.6322376e-05
5440,0,1,4,2,1147065000,1150054000,1,126.85717,37.52565,126.84226,37.531906,1.42892895e-05
5775,1,4,2,1,1126058000,1165053000,3,127.09024,37.601395,127.01026,37.487865,1.1431429e-05
5863,0,2,4,2,1150053500,1150052000,1,126.84478,37.56159,126.85815,37.557137,1.4709558e-05
5533,0,1,6,1,1129072500,1165053000,3,127.044174,37.604347,127.01026,37.487865,4.6165384e-05
5469,1,2,4,1,1171064200,1171071000,1,127.11778,37.485397,127.102036,37.515274,6.8198865e-06
5654,0,3,4,4,1165053000,1165052000,1,127.0103,37.484177,127.02878,37.49143,1.6670832e-05
5190,1,3,4,3,1153054000,1153054000,1,126.89468,37.48678,126.8956,37.484562,2.703379e-05
5413,1,3,6,4,1111061500,1111065000,1,126.99152,37.57191,126.99636,37.587566,9.093184e-06
5498,0,3,3,3,1162065500,1159066000,1,126.9271,37.479458,126.9289,37.50731,1.9612746e-05
5734,0,3,2,4,1144056500,1144060000,1,126.95712,37.54675,126.94064,37.552467,4.919263e-06
5679,1,1,2,4,1162076500,1154563000,1,126.9153,37.47654,126.90342,37.47732,5.883824e-06
5383,0,3,3,3,1138062500,1144061000,2,126.91593,37.604206,126.947266,37.547443,3.366226e-05
5065,1,3,4,4,1120052000,1120059000,1,127.026634,37.5611,127.02388,37.55368,1.9570114e-05
5460,1,0,3,2,1138051000,1111053000,1,126.933266,37.60424,126.972786,37.572796,4.167708e-06
5944,1,4,3,3,1156066000,1156051500,1,126.91346,37.5069,126.91089,37.51408,9.879011e-06
5150,0,2,1,4,1135069500,1165065200,3,127.06129,37.650402,127.04225,37.47005,4.4314866e-06
5760,1,3,4,4,1154562000,1154571000,1,126.90163,37.463356,126.90902,37.450424,3.334167e-05
5408,0,1,4,2,1120058000,1120056000,1,127.03339,37.55242,127.035095,37.560013,8.697829e-06
5461,0,4,4,3,1123056000,1168058000,2,127.05093,37.579296,127.060036,37.51189,7.144644e-06
5814,0,2,3,4,1123061000,1165053000,2,127.06139,37.57029,127.01026,37.487865,1.7147144e-05
5556,0,1,3,1,1168065500,1165052000,1,127.03909,37.48873,127.02878,37.49143,1.470956e-05
5419,1,0,5,4,1156063000,1156066000,1,126.91994,37.510826,126.91245,37.508156,1.8523148e-06
5367,0,0,4,2,1144055500,1141058500,1,126.9526,37.552162,126.94108,37.562218,1.4289288e-05
5866,0,0,2,1,1121583000,1156053500,3,127.08305,37.529644,126.906555,37.521545,3.5723217e-05
5213,0,4,2,3,1138064000,1111053000,1,126.907005,37.584816,126.972786,37.572796,5.3346666e-05
5552,1,2,5,4,1129081000,1156054000,3,127.06408,37.609386,126.925804,37.524593,8.573573e-06
5257,0,3,3,3,1162074500,1162066500,1,126.92844,37.466244,126.9381,37.474514,3.922549e-05
5432,0,2,3,4,1121583000,1156053500,3,127.08305,37.529644,126.906555,37.521545,7.144643e-05
5473,1,2,3,4,1126061000,1126058000,1,127.075226,37.598843,127.08883,37.597958,3.0007499e-05
5232,1,3,3,3,1123066000,1111053000,2,127.07297,37.576775,126.972786,37.572796,1.4289288e-05
5623,1,2,5,2,1120072000,1114059000,1,127.06681,37.551952,127.00471,37.565742,3.4624038e-05
5399,1,2,5,4,1121586000,1165052000,2,127.09161,37.55013,127.02878,37.49143,2.857857e-05
5883,0,1,4,2,1156053500,1168063000,3,126.90827,37.52375,127.05458,37.50417,1.0002498e-05
5625,1,3,1,2,1162077500,1162072500,1,126.92145,37.47129,126.905754,37.483734,1.7651471e-05
5592,0,3,2,4,1141052000,1111070000,1,126.95958,37.568695,127.01622,37.57605,9.617788e-06
5379,0,3,4,4,1117055500,1114054000,1,126.96731,37.548874,126.9761,37.557823,2.9515579e-05
5891,1,1,3,4,1135066500,1135067000,1,127.079926,37.668083,127.07031,37.663116,1.724569e-05
5483,0,2,2,1,1156065000,1156067000,1,126.90523,37.50572,126.90703,37.49987,2.2227776e-05
5821,0,1,6,1,1130554500,1156060500,3,127.034035,37.61573,126.89422,37.516567,0.00015388461
5937,1,3,3,4,1159055000,1150062000,3,126.93342,37.496326,126.806816,37.55611,0.0001500375
5648,0,1,2,1,1129066000,1114055000,1,127.0187,37.609486,126.983185,37.565777,1.052895e-05
5499,1,1,3,1,1174061000,1171064600,2,127.126015,37.543873,127.13165,37.48351,1.6670834e-05
5849,1,2,4,2,1153076000,1153074000,1,126.85345,37.486706,126.8555,37.498966,9.526192e-06
5345,1,2,2,2,1168067000,1165053000,1,127.06953,37.48678,127.01026,37.487865,2.647721e-05
5256,1,1,3,3,1130557500,1132070000,2,127.01584,37.617207,127.03102,37.669952,2.941912e-05
5034,0,2,3,4,1147055000,1159068000,2,126.87894,37.536404,126.92238,37.49412,1.6670834e-05
5959,0,3,3,4,1117056000,1168054500,1,126.96807,37.538246,127.032486,37.525246,6.5590175e-06
5122,1,0,2,4,1171062000,1171061000,1,127.12032,37.497013,127.09243,37.50404,1.3639771e-05
5669,1,3,2,3,1129068500,1130553400,1,127.026215,37.61011,127.0131,37.622063,4.21158e-05
5001,1,3,4,5,1150055000,1156062000,1,126.85365,37.533287,126.89507,37.536278,6.1239816e-06
5172,1,1,4,2,1174057000,1159066000,3,127.135025,37.55229,126.9289,37.50731,3.750937e-05
5507,0,0,3,2,1156063000,1156051500,1,126.91994,37.510826,126.91089,37.51408,6.174382e-06
5811,0,1,4,1,1174070000,1121587000,1,127.1438,37.53128,127.09418,37.53599,1.5003752e-05
5386,1,2,5,4,1174065000,1165053000,2,127.12778,37.534306,127.01026,37.487865,1.6670834e-05
5207,0,2,3,4,1147057000,1156054000,2,126.84642,37.52336,126.925804,37.524593,2.2227774e-05
5424,0,0,3,3,1120058000,1126068000,2,127.03339,37.55242,127.102005,37.612022,3.0007499e-05
5758,1,2,2,4,1154561000,1147057000,2,126.89333,37.46519,126.84656,37.52442,6.0014998e-05
5874,0,1,4,4,1129081000,1168056500,2,127.06408,37.609386,127.047646,37.52253,4.1677085e-06
5532,0,2,4,6,1168073000,1114055000,3,127.08537,37.49257,126.983185,37.565777,0.00010716965
5360,1,2,3,1,1135062500,1168069000,3,127.06574,37.64294,127.04988,37.47844,1.0129112e-05
5688,1,2,3,4,1138063200,1138063100,1,126.90776,37.592525,126.912224,37.59818,1.6670832e-05
5782,0,3,4,4,1144072000,1144073000,1,126.912,37.56237,126.903175,37.56808,5.556945e-06
5667,0,4,2,3,1138064000,1138064000,1,126.907005,37.584816,126.90832,37.58495,6.668334e-05
5581,0,3,4,5,1114052000,1114052000,1,126.97213,37.562176,126.97455,37.56353,3.077692e-05
5104,0,4,4,3,1144066000,1150059100,1,126.91684,37.553707,126.849335,37.550766,1.111389e-05
5043,1,1,4,4,1153055000,1153053000,1,126.89068,37.492123,126.88135,37.497166,4.4605746e-05
5153,0,1,4,2,1147052000,1147055000,1,126.87253,37.542698,126.88076,37.53633,2.0413272e-05
5717,0,3,4,4,1135058000,1168059000,3,127.066696,37.621105,127.05012,37.509747,6.365227e-05
5465,0,1,2,1,1165052000,1165052000,1,127.02819,37.49071,127.02878,37.49143,3.8104758e-05
5544,0,1,3,1,1126055000,1171064200,2,127.08025,37.583115,127.12065,37.48295,1.143143e-05
5715,0,1,6,4,1130553500,1129060000,1,127.02521,37.627644,127.02956,37.588108,9.212831e-06
5477,0,1,3,5,1138057000,1111060000,2,126.92183,37.613224,126.986824,37.57996,2.3082692e-05
5620,1,0,3,1,1144056500,1117056000,1,126.95712,37.54675,126.96682,37.53738,1.6397546e-05
5040,0,4,4,3,1141061500,1114055000,1,126.932205,37.572433,126.983185,37.565777,9.526192e-06
5160,1,4,1,1,1150054000,1165053000,3,126.84056,37.53351,127.01026,37.487865,7.144643e-06
5038,1,0,2,1,1165053000,1165052000,1,127.0103,37.484177,127.02878,37.49143,5.001249e-05
5675,0,3,4,4,1117063000,1174062000,3,126.97384,37.520126,127.13126,37.53745,0.00015003751
5239,0,3,4,4,1117057000,1111061500,1,126.95135,37.53449,126.9847,37.57201,1.3118035e-05
5980,0,1,4,3,1144065500,1141061500,1,126.92868,37.548557,126.93307,37.57328,4.763096e-06
5222,1,2,4,2,1150063000,1156055000,2,126.817924,37.56868,126.8961,37.524788,9.093183e-06
5875,1,2,4,3,1156056000,1156054000,1,126.90225,37.531227,126.925804,37.524593,7.409259e-06
5547,0,3,4,2,1141056500,1141056500,1,126.962,37.562935,126.9651,37.563015,1.3464903e-05
5610,0,0,4,2,1168052100,1168059000,1,127.02787,37.509563,127.05012,37.509747,1.9359679e-05
5316,1,0,4,6,1156065000,1156067000,1,126.90523,37.50572,126.90703,37.49987,2.2227776e-05
5322,1,0,2,4,1138058000,1156054000,2,126.92762,37.598957,126.925804,37.524593,5.770673e-06
5491,0,0,2,1,1159056000,1154551000,1,126.94088,37.497684,126.88311,37.47783,3.5302943e-05
5992,0,0,4,4,1126063000,1159068000,3,127.07508,37.61078,126.92238,37.49412,1.4289288e-05
5359,1,1,3,1,1159060500,1156060500,2,126.964134,37.50585,126.89422,37.516567,5.883824e-06
5531,1,0,3,1,1147051000,1150057000,1,126.87195,37.525826,126.86182,37.531624,2.5403177e-05
5029,1,1,2,3,1121586000,1156053500,3,127.09161,37.55013,126.906555,37.521545,5.0012502e-05
5974,0,2,2,3,1168070000,1168058000,1,127.10063,37.470707,127.060036,37.51189,1.1767647e-05
5390,0,3,4,5,1144071000,1144071000,1,126.920815,37.561783,126.92106,37.562405,6.3507937e-06
5924,0,1,3,4,1135071000,1168064000,3,127.060936,37.667366,127.0346,37.499786,6.3306957e-06
5391,0,2,4,4,1153056000,1162057500,2,126.8885,37.502903,126.95918,37.480938,1.4818518e-05
5754,0,2,3,3,1147057000,1147058000,1,126.84642,37.52336,126.82554,37.53453,3.175397e-06
5573,1,0,4,5,1126062000,1144066000,3,127.08216,37.61453,126.92121,37.554344,8.573573e-06
5857,0,3,2,1,1129072500,1123053600,1,127.044174,37.604347,127.03232,37.575073,1.1845069e-05
5694,0,0,3,1,1159065000,1117063000,1,126.971115,37.48125,126.97399,37.519577,9.093183e-06
5753,1,0,3,3,1171064200,1114055000,3,127.11778,37.485397,126.983185,37.565777,3.334167e-05
5369,0,3,3,4,1144072000,1144072000,1,126.912,37.56237,126.91113,37.561867,1.9052382e-05
5030,0,1,3,2,1141064000,1138055100,1,126.94957,37.593525,126.91838,37.621952,1.8754688e-05
5662,0,2,4,4,1171056200,1121578000,1,127.11506,37.512753,127.08179,37.553238,9.785057e-06
5265,1,2,4,3,1162068500,1162058500,1,126.91872,37.48602,126.956505,37.47481,3.922549e-06
5078,1,1,3,2,1153077000,1150060300,2,126.84401,37.496304,126.83402,37.564774,8.335416e-06
5655,1,2,3,1,1156063000,1156063000,1,126.91994,37.510826,126.919136,37.51433,1.1113888e-05
5482,0,2,3,4,1121586000,1159062000,3,127.09161,37.55013,126.98042,37.48079,4.0009996e-05
5998,0,2,4,1,1159054000,1114055000,2,126.942856,37.503136,126.983185,37.565777,2.3535296e-05
5242,1,1,4,3,1126054000,1126057000,1,127.08338,37.57432,127.08744,37.57946,1.9052379e-05
5511,0,1,4,2,1141065500,1156062000,2,126.95124,37.58385,126.89507,37.536278,6.668333e-05
5869,0,1,6,1,1171052000,1130559500,3,127.11519,37.530403,127.026,37.637215,9.377344e-06
5940,0,1,6,4,1162076500,1162069500,1,126.9153,37.47654,126.9305,37.48564,2.3535296e-05
5329,1,2,5,4,1135070000,1171064200,3,127.05457,37.666203,127.12065,37.48295,3.7984173e-06
5171,0,2,4,1,1171065000,1138052000,3,127.083,37.50547,126.93197,37.612537,3.9483555e-05
5228,1,3,4,3,1150059100,1150051000,1,126.85054,37.552002,126.869385,37.552986,1.8371942e-05
5818,1,2,3,1,1123070500,1168064000,2,127.04675,37.586063,127.0346,37.499786,1.2860359e-05
5886,0,4,2,3,1171064200,1114052000,3,127.11778,37.485397,126.97455,37.56353,5.209635e-05
5455,0,1,4,1,1138056000,1138055200,1,126.91195,37.609497,126.91401,37.615887,1.6670832e-05
5588,0,1,2,1,1144072000,1141055500,1,126.912,37.56237,126.95526,37.55846,1.19077395e-05
5289,0,2,4,2,1171061000,1156056000,3,127.09147,37.50212,126.900505,37.531773,1.5793423e-05
5567,0,2,2,4,1130553500,1156054000,3,127.02521,37.627644,126.925804,37.524593,1.1541346e-05
5514,1,0,3,3,1129076000,1156062000,3,127.04589,37.61724,126.89507,37.536278,1.8186362e-05
5337,0,2,3,1,1114055000,1114055000,1,126.98281,37.56373,126.983185,37.565777,2.6093483e-05
5417,1,0,4,6,1162076500,1154563000,1,126.9153,37.47654,126.90342,37.47732,5.883824e-06
5810,1,2,3,1,1121584700,1168052100,1,127.06539,37.53468,127.02557,37.511536,7.6942315e-06
5436,1,0,4,5,1135061100,1171064200,3,127.071815,37.638103,127.12065,37.48295,8.862973e-06
5356,0,2,3,4,1147065000,1156054000,2,126.85717,37.52565,126.925804,37.524593,1.1113887e-05
5520,0,1,4,4,1154563000,1168064000,2,126.90364,37.475784,127.0346,37.499786,1.500375e-05
5174,1,4,3,2,1114066500,1114066500,1,127.01819,37.560776,127.017296,37.560993,1.0872286e-05
5205,1,2,3,1,1135071000,1168065000,3,127.060936,37.667366,127.04451,37.50055,7.5968346e-06
5609,1,1,6,1,1159064000,1165053100,1,126.972466,37.488396,127.02049,37.49868,1.3639776e-05
5147,1,1,5,4,1135064000,1135069500,1,127.06712,37.657173,127.05984,37.651226,3.6215944e-05
5618,0,4,2,2,1121583000,1168053100,1,127.08305,37.529644,127.03564,37.51618,1.3464904e-05
5187,1,3,4,4,1154567000,1154561000,1,126.9009,37.454594,126.8944,37.467144,4.584479e-05
