Gender,Age,Homeincome,NumHH,Distance,Home_X,Home_Y,Work_X,Work_Y,Home_Hcode,Work_Hcode,Prob
1,0,3,3,4,127.14596,37.551018,127.102005,37.612022,1174053000,1126068000,0.0005
0,1,4,1,6,126.82794,37.55346,126.92578,37.623363,1150061100,1138053000,0.0005
0,3,4,4,7,127.00377,37.56032,126.83402,37.564774,1114058000,1150060300,0.0005
0,2,3,5,5,126.94088,37.497684,127.04225,37.47005,1159056000,1165065200,0.0005
1,1,5,2,4,127.033195,37.575626,126.943794,37.58709,1123053600,1141062000,0.0005
1,4,4,3,5,127.06241,37.592278,126.97455,37.56353,1123072000,1114052000,0.0005
0,3,2,3,2,126.95124,37.58385,126.96571,37.56865,1141065500,1111058000,0.0005
0,2,4,6,7,127.02819,37.49071,126.8291,37.555573,1165052000,1150061100,0.0005
0,2,2,1,1,126.90655,37.512436,126.906555,37.521545,1156051500,1156053500,0.0005
0,3,4,5,5,127.06408,37.609386,127.047646,37.52253,1129081000,1168056500,0.0005
1,0,6,3,2,127.117256,37.537052,127.094955,37.510857,1171051000,1171068000,0.0005
0,1,3,3,7,127.05457,37.666203,127.044334,37.558365,1135070000,1120055000,0.0005
0,2,2,1,6,127.07761,37.562054,126.96763,37.530537,1121574000,1117062500,0.0005
0,2,4,3,4,127.126015,37.551807,127.12065,37.48295,1174058000,1171064200,0.0005
1,1,3,1,3,127.07034,37.544857,127.1101,37.526978,1121571000,1171052000,0.0005
1,4,3,3,5,126.86822,37.5168,126.94998,37.4629,1147067000,1162073500,0.0005
1,0,2,5,4,126.8885,37.502903,126.947266,37.547443,1153056000,1144061000,0.0005
0,0,3,2,4,126.94694,37.54962,126.92166,37.613743,1144061000,1138057000,0.0005
0,0,4,2,3,126.9526,37.552162,126.9289,37.50731,1144055500,1159066000,0.0005
0,0,4,4,1,127.02501,37.620667,127.017006,37.616756,1130555500,1130557500,0.0005
1,4,2,1,7,127.07246,37.625233,126.8956,37.484562,1135059500,1153054000,0.0005
0,3,4,3,4,127.09161,37.55013,127.0346,37.499786,1121586000,1168064000,0.0005
1,3,3,2,1,126.92811,37.486557,126.93287,37.499084,1162069500,1159055000,0.0005
1,3,3,3,7,126.89333,37.46519,126.99266,37.560867,1154561000,1114057000,0.0005
0,3,4,2,3,126.91757,37.449543,126.88311,37.47783,1154568000,1154551000,0.0005
1,4,4,3,7,126.84303,37.515778,126.9761,37.557823,1147061000,1114054000,0.0005
1,1,3,1,5,126.972466,37.488396,127.0628,37.50562,1159064000,1168061000,0.0005
0,0,2,1,7,127.07246,37.625233,127.024506,37.521988,1135059500,1168051000,0.0005
0,3,4,3,5,126.91912,37.578262,126.95408,37.498253,1141070000,1159053000,0.0005
0,0,2,2,5,126.915825,37.624588,127.003784,37.572556,1138055100,1111063000,0.0005
1,1,3,2,5,126.90225,37.531227,126.9718,37.58164,1156056000,1111051500,0.0005
0,2,6,2,1,127.010704,37.55071,127.00989,37.552746,1114063500,1114063500,0.0005
0,1,2,1,2,127.08305,37.529644,127.094955,37.510857,1121583000,1171068000,0.0005
0,3,4,4,1,127.064514,37.499584,127.0628,37.50562,1168061000,1168061000,0.0005
0,1,4,3,2,127.01452,37.543526,126.983185,37.565777,1120064500,1114055000,0.0005
1,0,3,2,2,126.875534,37.49406,126.91547,37.499218,1153052000,1156068000,0.0005
0,2,2,3,7,126.92334,37.638718,126.80324,37.571564,1138069000,1150064000,0.0005
0,0,2,1,1,126.920815,37.561783,126.92106,37.562405,1144071000,1144071000,0.0005
0,1,3,2,3,126.944786,37.59682,126.92121,37.554344,1141066000,1144066000,0.0005
0,1,3,2,6,127.066696,37.621105,126.99275,37.53361,1135058000,1117065000,0.0005
0,0,2,1,7,127.05039,37.630737,127.02049,37.49868,1135057000,1165053100,0.0005
0,0,4,1,4,126.972466,37.488396,126.88918,37.502804,1159064000,1153056000,0.0005
0,0,3,3,7,127.04429,37.647995,126.88311,37.47783,1132051100,1154551000,0.0005
1,4,3,2,7,126.9009,37.454594,127.12065,37.48295,1154567000,1171064200,0.0005
1,4,5,3,2,127.0266,37.467228,127.01026,37.487865,1165065100,1165053000,0.0005
0,0,4,2,2,127.0485,37.522038,127.0628,37.50562,1168056500,1168061000,0.0005
1,1,3,3,1,127.06712,37.657173,127.05984,37.651226,1135064000,1135069500,0.0005
0,1,2,2,4,127.01819,37.560776,127.05458,37.50417,1114066500,1168063000,0.0005
0,0,2,1,4,127.08945,37.588623,127.04473,37.543495,1126056500,1120065000,0.0005
0,2,3,1,3,126.92811,37.486557,126.906555,37.521545,1162069500,1156053500,0.0005
0,1,4,3,1,126.95916,37.575596,126.96656,37.55938,1111057000,1114068000,0.0005
1,1,6,4,7,127.12032,37.497013,127.05281,37.59532,1171062000,1123071000,0.0005
1,3,4,2,4,126.87894,37.536404,126.88311,37.47783,1147055000,1154551000,0.0005
0,1,3,1,4,126.909676,37.549248,126.8956,37.484562,1144068000,1153054000,0.0005
1,0,4,4,5,127.07508,37.61078,126.9847,37.57201,1126063000,1111061500,0.0005
0,1,4,3,2,127.033195,37.575626,127.05986,37.581562,1123053600,1123057000,0.0005
0,2,1,4,7,127.08216,37.61453,127.12065,37.48295,1126062000,1171064200,0.0005
1,4,3,2,7,126.92145,37.47129,127.0592,37.545345,1162077500,1120069000,0.0005
1,0,3,3,7,127.08216,37.61453,126.96704,37.54758,1126062000,1117055500,0.0005
0,0,2,1,1,127.08216,37.61453,127.093346,37.608334,1126062000,1126069000,0.0005
1,4,3,3,1,126.95988,37.48943,126.95027,37.483383,1162054500,1162061500,0.0005
0,4,2,1,2,126.90513,37.50257,126.925804,37.524593,1156067000,1156054000,0.0005
1,2,4,1,1,127.04435,37.49871,127.04953,37.48738,1168065000,1168065600,0.0005
0,2,4,4,1,126.89333,37.46519,126.8944,37.467144,1154561000,1154561000,0.0005
0,2,4,4,2,127.09243,37.511665,127.060036,37.51189,1171068000,1168058000,0.0005
0,1,4,3,2,126.846016,37.542503,126.84656,37.52442,1150059000,1147057000,0.0005
1,1,5,4,7,126.8503,37.500046,126.97455,37.56353,1153074000,1114052000,0.0005
0,0,3,1,7,126.856476,37.492092,127.0346,37.499786,1153075000,1168064000,0.0005
0,3,3,1,2,126.84642,37.52336,126.88523,37.508358,1147057000,1153051000,0.0005
0,1,3,2,7,127.14297,37.53863,126.97455,37.56353,1174068500,1114052000,0.0005
0,1,4,2,3,126.86243,37.501842,126.869385,37.552986,1153072000,1150051000,0.0005
1,1,3,4,1,127.02442,37.64114,127.02027,37.643963,1130563500,1130562500,0.0005
0,1,4,1,2,127.12778,37.534306,127.15006,37.557384,1174065000,1174055000,0.0005
1,4,3,4,1,126.88937,37.51698,126.8961,37.524788,1156060500,1156055000,0.0005
1,1,3,3,1,127.04308,37.683235,127.03749,37.6831,1132052100,1132052100,0.0005
0,1,4,3,3,126.97002,37.532654,127.00989,37.552746,1117062500,1114063500,0.0005
1,0,4,4,7,127.0698,37.663853,127.00417,37.558838,1135067000,1114058000,0.0005
0,2,3,3,3,127.0103,37.484177,127.05012,37.509747,1165053000,1168059000,0.0005
0,1,6,1,3,126.83997,37.523254,126.83402,37.564774,1147059000,1150060300,0.0005
1,3,2,3,1,127.01584,37.617207,127.015785,37.632473,1130557500,1130561500,0.0005
1,2,4,2,3,127.117256,37.537052,127.0628,37.50562,1171051000,1168061000,0.0005
1,1,4,5,3,127.09243,37.511665,127.141075,37.537792,1171068000,1174068500,0.0005
1,1,3,2,3,126.993195,37.533176,127.05012,37.509747,1117065000,1168059000,0.0005
0,1,2,2,1,127.08588,37.541626,127.0664,37.53727,1121585000,1121584700,0.0005
1,4,4,4,3,126.87894,37.536404,126.88135,37.497166,1147055000,1153053000,0.0005
0,0,4,2,2,127.01358,37.51543,127.02878,37.49143,1165054000,1165052000,0.0005
1,2,5,2,2,127.07034,37.544857,127.032486,37.525246,1121571000,1168054500,0.0005
0,1,2,4,4,126.90842,37.45011,126.88918,37.502804,1154571000,1153056000,0.0005
0,2,3,5,5,126.96029,37.480988,126.9761,37.557823,1162057500,1114054000,0.0005
1,4,2,1,7,127.07508,37.61078,126.925804,37.524593,1126063000,1156054000,0.0005
0,2,4,2,1,126.98612,37.479507,126.98832,37.488277,1165061000,1165062100,0.0005
1,4,1,1,3,126.95958,37.568695,127.01622,37.57605,1141052000,1111070000,0.0005
0,3,4,5,2,127.08305,37.529644,127.09184,37.54918,1121583000,1121586000,0.0005
1,0,5,4,7,127.15086,37.55883,126.983185,37.565777,1174055000,1114055000,0.0005
1,2,4,1,3,126.92659,37.506725,126.88311,37.47783,1159066000,1154551000,0.0005
0,1,6,1,7,127.0123,37.596016,126.88311,37.47783,1129059000,1154551000,0.0005
1,4,3,3,1,126.94317,37.48728,126.93086,37.489597,1162060500,1162052500,0.0005
0,2,4,3,4,127.01688,37.603256,126.93197,37.612537,1129062000,1138052000,0.0005
1,0,6,3,3,126.95135,37.53449,126.92106,37.562405,1117057000,1144071000,0.0005
0,3,4,3,4,126.96029,37.480988,126.94696,37.54184,1162057500,1144059000,0.0005
1,2,4,3,2,126.85717,37.52565,126.88076,37.53633,1147065000,1147055000,0.0005
0,3,4,4,1,126.979774,37.54946,126.97979,37.549194,1117051000,1117051000,0.0005
1,2,3,4,2,126.944786,37.59682,126.93197,37.612537,1141066000,1138052000,0.0005
1,4,3,3,1,126.971115,37.48125,126.98832,37.488277,1159065000,1165062100,0.0005
0,3,4,2,4,127.05093,37.579296,127.08548,37.630566,1123056000,1135060000,0.0005
1,2,3,4,3,127.042435,37.664932,127.08548,37.630566,1132069000,1135060000,0.0005
0,0,4,2,4,127.010704,37.55071,127.0346,37.499786,1114063500,1168064000,0.0005
0,4,4,2,7,127.10719,37.49757,126.983185,37.565777,1171063100,1114055000,0.0005
0,1,4,1,2,126.94349,37.584732,126.9847,37.57201,1141062000,1111061500,0.0005
1,1,5,4,2,127.1438,37.53128,127.12682,37.51835,1174070000,1171056600,0.0005
0,1,6,4,1,127.02521,37.627644,127.01299,37.640015,1130553500,1130566000,0.0005
0,1,3,1,5,126.95183,37.489433,127.060036,37.51189,1162056500,1168058000,0.0005
1,0,6,3,3,126.93504,37.546776,126.983185,37.565777,1144063000,1114055000,0.0005
0,3,5,4,5,126.99908,37.477882,126.97455,37.56353,1165062000,1114052000,0.0005
0,2,2,3,1,127.0158,37.50503,127.01887,37.505806,1165056000,1165056000,0.0005
0,3,5,4,2,126.90806,37.45953,126.93111,37.48375,1154570000,1162064500,0.0005
0,0,2,1,1,126.96807,37.538246,126.96682,37.53738,1117056000,1117056000,0.0005
0,1,4,3,7,127.13308,37.50557,126.983185,37.565777,1171057000,1114055000,0.0005
1,1,3,4,1,127.031265,37.64759,127.02578,37.66149,1132068000,1132071000,0.0005
1,1,6,1,3,126.97745,37.472748,126.9289,37.50731,1162063000,1159066000,0.0005
0,3,4,5,1,126.97213,37.562176,126.97455,37.56353,1114052000,1114052000,0.0005
0,0,2,4,2,127.01997,37.552032,127.05529,37.540375,1120061500,1120067000,0.0005
0,2,4,4,7,126.82794,37.55346,127.00353,37.53571,1150061100,1117068500,0.0005
1,3,3,1,1,126.86243,37.501842,126.8555,37.498966,1153072000,1153074000,0.0005
0,0,3,3,7,127.04429,37.647995,127.01026,37.487865,1132051100,1165053000,0.0005
1,1,4,4,1,126.88381,37.49405,126.88523,37.508358,1153053000,1153051000,0.0005
1,0,2,4,1,127.07759,37.589306,127.07417,37.57551,1126052000,1123066000,0.0005
0,1,4,2,2,126.87425,37.51936,126.84235,37.510254,1147063000,1147064000,0.0005
1,2,4,4,2,127.031265,37.64759,127.06506,37.655823,1132068000,1135064000,0.0005
1,1,5,1,1,126.91684,37.553707,126.92121,37.554344,1144066000,1144066000,0.0005
0,4,4,3,6,126.92811,37.486557,126.88982,37.57964,1162069500,1144074000,0.0005
0,1,5,2,2,126.97002,37.532654,126.94834,37.53954,1117062500,1144058500,0.0005
0,4,3,3,1,127.083,37.50547,127.075035,37.508385,1171065000,1171072000,0.0005
0,4,4,4,7,126.88567,37.580196,127.047295,37.588943,1144074000,1123070500,0.0005
0,1,3,2,7,127.091354,37.55899,126.925804,37.524593,1121577000,1156054000,0.0005
1,2,3,1,7,127.0541,37.678062,127.02557,37.511536,1135063000,1168052100,0.0005
0,3,4,3,2,127.0541,37.678062,127.07516,37.651646,1135063000,1135062100,0.0005
0,4,2,3,7,127.126595,37.48896,126.9847,37.57201,1171064100,1111061500,0.0005
1,4,2,3,1,127.013824,37.639168,127.0131,37.622063,1130566000,1130553400,0.0005
0,3,4,3,2,127.04778,37.679993,127.07602,37.658817,1132052200,1135062400,0.0005
0,1,4,3,5,127.152504,37.55046,127.060036,37.51189,1174054000,1168058000,0.0005
1,2,3,1,1,127.071815,37.638103,127.06391,37.62466,1135061100,1135058000,0.0005
1,2,4,1,1,127.11778,37.485397,127.12065,37.48295,1171064200,1171064200,0.0005
0,2,4,4,3,127.07297,37.576775,127.01316,37.5713,1123066000,1111067000,0.0005
1,3,4,2,3,126.933266,37.60424,126.97455,37.56353,1138051000,1114052000,0.0005
0,3,4,4,7,127.04589,37.61724,126.89507,37.536278,1129076000,1156062000,0.0005
1,1,4,2,7,127.14297,37.53863,127.01026,37.487865,1174068500,1165053000,0.0005
0,2,3,3,6,126.90364,37.475784,126.903175,37.56808,1154563000,1144073000,0.0005
1,0,2,1,3,127.10235,37.502632,127.0346,37.499786,1171060000,1168064000,0.0005
0,1,6,1,7,127.13858,37.54591,126.98832,37.488277,1174060000,1165062100,0.0005
0,1,3,5,6,126.91231,37.61745,126.8961,37.524788,1138055200,1156055000,0.0005
0,2,3,4,4,126.848564,37.534004,126.8956,37.484562,1150059300,1153054000,0.0005
0,2,2,3,7,126.92183,37.613224,127.047646,37.52253,1138057000,1168056500,0.0005
0,0,3,1,2,126.95183,37.489433,126.98832,37.488277,1162056500,1165062100,0.0005
1,2,3,4,7,127.06539,37.53468,126.88929,37.52562,1121584700,1156061000,0.0005
0,3,4,4,1,127.0485,37.522038,127.03564,37.51618,1168056500,1168053100,0.0005
0,2,4,3,3,126.97749,37.490883,126.919136,37.51433,1159063000,1156063000,0.0005
0,1,4,3,7,126.84328,37.512978,127.0346,37.499786,1147064000,1168064000,0.0005
0,4,4,3,3,126.9526,37.552162,126.97399,37.519577,1144055500,1117063000,0.0005
1,3,4,4,2,126.91757,37.449543,126.94998,37.4629,1154568000,1162073500,0.0005
0,3,3,4,2,127.11506,37.512753,127.08064,37.509567,1171056200,1171065000,0.0005
1,3,5,6,2,127.07402,37.50716,127.0346,37.499786,1171072000,1168064000,0.0005
1,0,2,1,1,126.936806,37.47438,126.93188,37.46926,1162066500,1162074500,0.0005
1,1,4,2,6,126.96331,37.570854,127.01802,37.487484,1111058000,1165051000,0.0005
0,0,2,1,7,127.01445,37.62317,127.03564,37.51618,1130553400,1168053100,0.0005
0,3,4,4,3,126.928795,37.52282,126.90342,37.47732,1156054000,1154563000,0.0005
1,0,2,1,3,126.975655,37.47899,127.034706,37.477028,1159062000,1165065100,0.0005
1,2,3,5,2,127.0541,37.678062,127.07976,37.649952,1135063000,1135061900,0.0005
1,3,4,2,4,126.942856,37.503136,126.983185,37.565777,1159054000,1114055000,0.0005
0,1,3,4,1,127.01819,37.560776,127.00989,37.552746,1114066500,1114063500,0.0005
0,2,2,4,7,127.08216,37.61453,127.02557,37.511536,1126062000,1168052100,0.0005
0,3,4,3,4,126.971115,37.48125,127.05012,37.509747,1159065000,1168059000,0.0005
0,0,3,4,2,126.94317,37.48728,126.9289,37.50731,1162060500,1159066000,0.0005
0,2,4,4,7,127.02617,37.65938,127.04953,37.48738,1132071000,1168065600,0.0005
1,0,3,2,5,126.965,37.488155,126.9847,37.57201,1159065100,1111061500,0.0005
0,3,4,3,6,127.02059,37.653446,126.97455,37.56353,1132066000,1114052000,0.0005
1,4,1,1,7,126.84083,37.569103,127.02878,37.49143,1150060300,1165052000,0.0005
1,3,6,4,3,126.86759,37.536125,126.81501,37.569675,1147054000,1150063000,0.0005
0,1,2,1,1,126.8503,37.500046,126.84235,37.510254,1153074000,1147064000,0.0005
0,2,6,4,6,127.13073,37.482246,127.01887,37.505806,1171064600,1165056000,0.0005
1,2,2,4,6,126.93872,37.467335,127.05012,37.509747,1162073500,1168059000,0.0005
1,2,4,2,7,126.90842,37.45011,126.96704,37.54758,1154571000,1117055500,0.0005
1,0,2,2,3,126.97384,37.520126,127.0346,37.499786,1117063000,1168064000,0.0005
1,0,4,5,7,127.06574,37.64294,127.04988,37.47844,1135062500,1168069000,0.0005
0,2,5,4,4,126.92183,37.613224,126.92121,37.554344,1138057000,1144066000,0.0005
1,2,3,5,2,127.060936,37.667366,127.06409,37.636078,1135071000,1135061200,0.0005
1,3,3,4,2,126.96644,37.471664,126.98832,37.488277,1162062500,1165062100,0.0005
1,3,2,3,1,127.02378,37.599327,127.02956,37.588108,1129058000,1129060000,0.0005
1,2,2,4,6,126.91757,37.449543,126.95451,37.54658,1154568000,1144056500,0.0005
0,3,5,4,1,127.03593,37.58501,127.02956,37.588108,1123054500,1129060000,0.0005
1,3,1,2,3,126.93289,37.479694,126.91089,37.51408,1162064500,1156051500,0.0005
1,4,4,3,7,126.84056,37.53351,127.06551,37.487175,1150054000,1168067000,0.0005
0,2,3,4,1,126.91195,37.609497,126.90982,37.609818,1138056000,1138056000,0.0005
0,3,2,1,1,127.02501,37.620667,127.04264,37.627106,1130555500,1130560800,0.0005
1,4,6,1,3,126.91014,37.49009,126.8644,37.50005,1159067000,1153072000,0.0005
0,1,3,1,7,127.04675,37.586063,126.92246,37.638824,1123070500,1138069000,0.0005
1,1,3,1,3,127.08305,37.529644,127.03564,37.51618,1121583000,1168053100,0.0005
1,3,5,3,1,126.84328,37.512978,126.8555,37.498966,1147064000,1153074000,0.0005
0,3,4,4,1,126.95135,37.53449,126.96154,37.5423,1117057000,1117058000,0.0005
0,2,6,1,7,126.875534,37.49406,127.03564,37.51618,1153052000,1168053100,0.0005
0,0,2,1,3,126.99152,37.57191,127.0056,37.61599,1111061500,1129065000,0.0005
0,1,4,4,5,126.92145,37.47129,127.02878,37.49143,1162077500,1165052000,0.0005
0,1,6,2,5,126.942856,37.503136,127.0346,37.499786,1159054000,1168064000,0.0005
1,2,3,1,1,126.90364,37.475784,126.8944,37.467144,1154563000,1154561000,0.0005
1,0,3,1,1,126.83398,37.53139,126.83557,37.52051,1147056000,1147061100,0.0005
1,2,4,4,1,127.08305,37.529644,127.09418,37.53599,1121583000,1121587000,0.0005
1,2,4,4,3,127.08305,37.529644,127.04953,37.48738,1121583000,1168065600,0.0005
0,3,4,3,4,127.126015,37.543873,127.14928,37.493134,1174061000,1171053200,0.0005
0,1,3,5,6,126.91593,37.604206,127.038994,37.583984,1138062500,1123054500,0.0005
0,3,4,5,5,126.9547,37.559666,126.8464,37.5603,1141055500,1150053500,0.0005
0,3,6,4,1,127.0103,37.484177,126.995445,37.484463,1165053000,1165060000,0.0005
0,0,3,2,4,126.96731,37.548874,127.04727,37.548042,1117055500,1120066000,0.0005
1,2,3,5,2,127.03106,37.657215,127.0538,37.665268,1132068100,1135070000,0.0005
1,1,3,1,4,127.07983,37.536068,127.10444,37.60375,1121582000,1126065500,0.0005
0,1,5,2,2,126.920815,37.561783,126.95344,37.54889,1144071000,1144055500,0.0005
0,1,3,2,7,127.04589,37.61724,127.01802,37.487484,1129076000,1165051000,0.0005
0,2,4,1,4,126.94894,37.50926,126.9651,37.563015,1159051000,1141056500,0.0005
1,0,4,5,7,127.06408,37.609386,126.925804,37.524593,1129081000,1156054000,0.0005
1,3,4,4,4,126.8937,37.586803,126.89422,37.516567,1138065000,1156060500,0.0005
1,1,5,4,2,127.08305,37.529644,127.09184,37.54918,1121583000,1121586000,0.0005
0,3,4,4,1,127.064514,37.499584,127.05458,37.50417,1168061000,1168063000,0.0005
1,3,2,3,4,126.92166,37.59237,127.00983,37.606007,1138059000,1129063000,0.0005
0,2,4,1,4,126.96029,37.480988,126.88918,37.502804,1162057500,1153056000,0.0005
0,1,3,4,7,127.07246,37.625233,127.05012,37.509747,1135059500,1168059000,0.0005
0,2,5,2,4,127.09024,37.601395,127.011055,37.5959,1126058000,1129059000,0.0005
1,4,3,2,2,127.0232,37.56283,126.9847,37.57201,1114065000,1111061500,0.0005
0,3,3,4,7,127.09161,37.55013,126.88311,37.47783,1121586000,1154551000,0.0005
0,0,4,6,6,126.91776,37.572098,127.02956,37.588108,1141069000,1129060000,0.0005
1,3,3,5,4,126.92183,37.613224,126.9761,37.557823,1138057000,1114054000,0.0005
0,1,3,1,3,127.0123,37.596016,126.9651,37.563015,1129059000,1141056500,0.0005
0,1,4,2,4,126.944786,37.59682,126.96763,37.530537,1141066000,1117062500,0.0005
1,4,3,1,2,127.0158,37.50503,127.04451,37.50055,1165056000,1168065000,0.0005
0,3,3,4,1,126.95712,37.54675,126.96656,37.55938,1144056500,1114068000,0.0005
1,2,2,2,1,126.944786,37.59682,126.95051,37.585163,1141066000,1141065500,0.0005
0,2,3,4,1,126.92166,37.59237,126.93083,37.584583,1138059000,1141068500,0.0005
0,2,2,3,7,126.93169,37.615192,127.0044,37.501976,1138052000,1165058100,0.0005
1,2,2,1,4,127.00539,37.534336,127.08064,37.509567,1117068500,1171065000,0.0005
1,2,4,2,5,127.06795,37.566452,127.02049,37.49868,1123065000,1165053100,0.0005
1,1,4,1,2,126.91452,37.581024,126.94108,37.562218,1141072000,1141058500,0.0005
1,2,2,4,1,126.91776,37.572098,126.91919,37.572834,1141069000,1141069000,0.0005
0,1,2,1,2,127.02589,37.552574,126.994446,37.565884,1120059000,1114060500,0.0005
1,4,4,3,7,126.826584,37.534958,126.96763,37.530537,1147058000,1117062500,0.0005
1,1,4,3,2,127.08025,37.583115,127.06287,37.609722,1126055000,1129081000,0.0005
1,2,4,3,2,127.04328,37.654743,127.06391,37.62466,1132051500,1135058000,0.0005
0,4,2,3,7,127.12032,37.497013,126.925804,37.524593,1171062000,1156054000,0.0005
0,2,4,1,7,127.09147,37.50212,126.96582,37.60836,1171061000,1111056000,0.0005
0,3,4,3,6,127.00308,37.574535,127.102036,37.515274,1111063000,1171071000,0.0005
1,2,5,4,5,127.117256,37.537052,127.0346,37.499786,1171051000,1168064000,0.0005
1,3,3,1,1,126.90827,37.52375,126.900505,37.531773,1156053500,1156056000,0.0005
1,2,4,4,1,126.91912,37.578262,126.9238,37.578686,1141070000,1141070000,0.0005
0,2,3,4,1,127.00559,37.591564,127.00158,37.59291,1129052500,1129052500,0.0005
0,2,4,3,3,127.02154,37.568966,127.08569,37.574448,1114067000,1126054000,0.0005
1,2,2,2,2,126.85927,37.534184,126.83597,37.545033,1150057000,1150056000,0.0005
1,2,3,1,7,127.05457,37.666203,127.04473,37.543495,1135070000,1120065000,0.0005
0,1,3,2,3,127.02617,37.65938,127.0131,37.622063,1132071000,1130553400,0.0005
0,3,4,4,3,126.93289,37.479694,126.89422,37.516567,1162064500,1156060500,0.0005
1,1,4,3,3,126.93322,37.48994,126.98832,37.488277,1162052500,1165062100,0.0005
0,1,4,4,4,127.034035,37.61573,127.00471,37.565742,1130554500,1114059000,0.0005
1,1,6,2,2,126.973404,37.54798,126.983185,37.565777,1117053000,1114055000,0.0005
0,0,3,2,4,126.90518,37.55489,126.8956,37.484562,1144069000,1153054000,0.0005
0,2,3,4,4,127.004036,37.60825,127.00989,37.552746,1129064000,1114063500,0.0005
0,0,3,3,7,127.0541,37.678062,126.99275,37.53361,1135063000,1117065000,0.0005
1,0,2,1,3,126.98358,37.582726,127.015854,37.543037,1111054000,1120064500,0.0005
0,1,3,1,7,127.08599,37.59455,126.88982,37.57964,1126059000,1144074000,0.0005
1,0,2,1,1,126.9153,37.47654,126.903076,37.466465,1162076500,1154562000,0.0005
0,0,4,4,7,127.08216,37.61453,126.94998,37.4629,1126062000,1162073500,0.0005
1,1,3,2,5,126.82915,37.54021,126.925804,37.524593,1147060000,1156054000,0.0005
0,0,4,2,2,127.10063,37.470707,127.13901,37.47617,1168070000,1171064700,0.0005
1,3,3,3,7,126.8885,37.502903,127.05012,37.509747,1153056000,1168059000,0.0005
1,3,4,2,1,126.93322,37.48994,126.950966,37.490158,1162052500,1162056500,0.0005
0,1,3,2,7,127.06129,37.650402,126.95451,37.54658,1135069500,1144056500,0.0005
0,1,2,3,2,127.00308,37.574535,126.96656,37.55938,1111063000,1114068000,0.0005
1,3,5,6,2,127.083,37.50547,127.04451,37.50055,1171065000,1168065000,0.0005
0,0,4,2,2,127.09147,37.50212,127.05012,37.509747,1171061000,1168059000,0.0005
1,1,2,4,1,126.89068,37.492123,126.88135,37.497166,1153055000,1153053000,0.0005
1,3,4,3,2,126.9271,37.479458,126.8956,37.484562,1162065500,1153054000,0.0005
0,0,3,3,7,126.8503,37.500046,126.9651,37.563015,1153074000,1141056500,0.0005
0,2,4,4,7,127.07983,37.536068,126.906555,37.521545,1121582000,1156053500,0.0005
1,0,2,1,4,126.96029,37.480988,127.0346,37.499786,1162057500,1168064000,0.0005
1,1,4,4,1,126.88381,37.49405,126.897865,37.498898,1153053000,1156072000,0.0005
1,2,4,4,6,127.14297,37.53863,127.00979,37.556786,1174068500,1114062500,0.0005
1,3,4,3,1,126.85054,37.552002,126.849335,37.550766,1150059100,1150059100,0.0005
1,0,3,1,1,127.0485,37.522038,127.047646,37.52253,1168056500,1168056500,0.0005
1,4,3,2,3,126.94212,37.542072,127.00353,37.53571,1144059000,1117068500,0.0005
0,2,4,6,7,127.05845,37.494976,126.92238,37.49412,1168060000,1159068000,0.0005
1,0,4,6,1,126.912766,37.49866,126.91245,37.508156,1156068000,1156066000,0.0005
1,0,2,1,2,126.936806,37.47438,126.91791,37.48581,1162066500,1162068500,0.0005
1,3,4,4,1,126.86759,37.536125,126.87278,37.52021,1147054000,1147063000,0.0005
1,0,2,2,3,126.964134,37.50585,127.02049,37.49868,1159060500,1165053100,0.0005
1,2,2,4,6,126.9198,37.46069,127.02557,37.511536,1162071500,1168052100,0.0005
1,1,2,1,1,127.01819,37.560776,127.00471,37.565742,1114066500,1114059000,0.0005
0,3,4,4,2,126.964134,37.50585,126.925804,37.524593,1159060500,1156054000,0.0005
1,1,3,1,2,127.1486,37.49973,127.10903,37.507053,1171055000,1171058000,0.0005
1,3,4,3,1,126.85054,37.552002,126.869385,37.552986,1150059100,1150051000,0.0005
0,3,3,4,2,127.13308,37.50557,127.12065,37.48295,1171057000,1171064200,0.0005
0,4,4,2,7,127.09243,37.511665,127.05271,37.630722,1171068000,1135057000,0.0005
1,3,3,4,1,127.042435,37.664932,127.03102,37.669952,1132069000,1132070000,0.0005
0,1,3,3,7,127.079926,37.668083,126.9761,37.557823,1135066500,1114054000,0.0005
1,2,3,1,6,127.08025,37.583115,127.0346,37.499786,1126055000,1168064000,0.0005
0,3,4,4,3,126.972466,37.488396,127.02049,37.49868,1159064000,1165053100,0.0005
0,0,4,2,2,127.1,37.518654,127.12213,37.496838,1171071000,1171062000,0.0005
0,3,3,3,6,126.90975,37.59873,127.03232,37.575073,1138063100,1123053600,0.0005
0,4,3,4,6,126.970795,37.60893,127.047646,37.52253,1111056000,1168056500,0.0005
0,4,2,1,3,126.84083,37.569103,126.88982,37.57964,1150060300,1144074000,0.0005
0,1,3,3,7,127.05071,37.651978,127.01026,37.487865,1132051400,1165053000,0.0005
0,1,4,3,3,126.94694,37.54962,126.959595,37.506313,1144061000,1159060500,0.0005
1,2,5,4,1,126.80857,37.568462,126.80324,37.571564,1150064000,1150064000,0.0005
0,4,2,3,7,127.142136,37.479412,126.97208,37.54746,1171064700,1117053000,0.0005
1,1,3,4,1,126.95459,37.52718,126.96682,37.53738,1117064000,1117056000,0.0005
