Gender,Age,Homeincome,NumHH,Distance,Home_X,Home_Y,Work_X,Work_Y,Cluster,Home_Hcode,Work_Hcode
0,4,2,3,2,126.91712,37.589363,126.95051,37.585163,8,1138060000,1141065500
0,0,2,1,5,126.93289,37.479694,126.94108,37.562218,1,1162064500,1141058500
0,1,4,2,2,126.83398,37.53139,126.869385,37.552986,6,1147056000,1150051000
1,0,3,2,4,127.02521,37.627644,127.00471,37.565742,3,1130553500,1114059000
0,1,2,1,6,126.87195,37.525826,127.0044,37.501976,6,1147051000,1165058100
0,1,3,2,1,126.90842,37.45011,126.89868,37.455036,1,1154571000,1154567000
0,3,4,2,2,126.973404,37.54798,126.9847,37.57201,5,1117053000,1111061500
0,3,4,4,3,126.97749,37.490883,126.96763,37.530537,11,1159063000,1117062500
0,0,3,3,7,126.84642,37.52336,127.024506,37.521988,6,1147057000,1168051000
0,1,4,1,1,126.91872,37.48602,126.93111,37.48375,1,1162068500,1162064500
0,1,2,1,7,126.875534,37.49406,127.00471,37.565742,1,1153052000,1114059000
1,0,3,3,4,127.08305,37.529644,127.01026,37.487865,0,1121583000,1165053000
0,2,3,3,7,127.06125,37.596195,126.88311,37.47783,9,1123074000,1154551000
0,1,6,4,1,127.02521,37.627644,127.01299,37.640015,3,1130553500,1130566000
0,2,4,2,7,127.147125,37.490997,126.88929,37.52562,4,1171053200,1156061000
1,1,2,3,7,127.07983,37.536068,126.925804,37.524593,0,1121582000,1156054000
1,3,6,4,3,126.85943,37.518303,126.897865,37.498898,6,1147062000,1156072000
0,0,3,2,7,127.04308,37.683235,126.96682,37.53738,7,1132052100,1117056000
1,1,5,4,4,126.933266,37.60424,126.95451,37.54658,8,1138051000,1144056500
1,4,1,1,7,126.87133,37.552193,127.05458,37.50417,12,1150051000,1168063000
0,3,4,5,1,126.962,37.562935,126.97455,37.56353,5,1141056500,1114052000
0,1,4,4,1,126.96029,37.480988,126.95408,37.498253,11,1162057500,1159053000
1,0,2,1,1,127.0266,37.467228,127.034706,37.477028,2,1165065100,1165065100
0,2,5,3,1,127.02819,37.49071,127.02049,37.49868,2,1165052000,1165053100
1,2,4,1,7,127.14297,37.53863,126.925804,37.524593,0,1174068500,1156054000
1,2,4,4,1,126.83398,37.53139,126.84226,37.531906,6,1147056000,1150054000
1,3,3,3,7,126.90119,37.488407,127.07441,37.553066,1,1156071000,1121573000
1,3,3,3,2,126.952415,37.498062,126.93833,37.51354,11,1159053000,1159052000
0,1,2,3,2,127.036514,37.607403,127.00158,37.59291,3,1129071500,1129052500
1,3,5,3,1,126.85717,37.52565,126.84226,37.531906,6,1147065000,1150054000
0,1,3,2,7,127.13365,37.539375,126.925804,37.524593,0,1174062000,1156054000
1,4,1,1,7,126.86526,37.545395,127.00417,37.558838,12,1147053000,1114058000
1,2,3,4,1,127.100975,37.5999,127.093346,37.608334,9,1126065500,1126069000
0,2,4,2,1,126.942696,37.550606,126.95344,37.54889,5,1144060000,1144055500
0,0,2,4,2,127.0463,37.541977,127.03564,37.51618,10,1120065000,1168053100
0,1,2,1,2,126.90523,37.50572,126.88135,37.497166,1,1156065000,1153053000
0,0,4,2,2,127.09243,37.511665,127.060036,37.51189,4,1171068000,1168058000
0,1,2,1,1,126.93504,37.546776,126.93502,37.54649,5,1144063000,1144063000
0,0,3,1,2,126.96644,37.471664,126.98832,37.488277,11,1162062500,1165062100
1,1,4,2,2,126.952415,37.498062,126.98542,37.478188,11,1159053000,1165061000
1,1,4,4,7,127.11778,37.485397,126.983185,37.565777,4,1171064200,1114055000
0,2,4,3,1,126.88381,37.49405,126.88918,37.502804,1,1153053000,1153056000
1,2,4,4,3,127.117256,37.537052,127.0628,37.50562,0,1171051000,1168061000
1,3,4,2,2,126.862595,37.510986,126.850044,37.488594,6,1147068000,1153076000
0,0,3,1,7,126.85345,37.486706,126.983185,37.565777,6,1153076000,1114055000
1,4,4,3,2,127.06125,37.596195,127.02697,37.61918,9,1123074000,1130555500
0,1,4,2,2,126.96331,37.570854,126.943794,37.58709,5,1111058000,1141062000
1,2,3,4,1,127.04675,37.586063,127.06649,37.587036,9,1123070500,1123073000
1,3,4,4,4,126.84056,37.53351,126.910995,37.57318,6,1150054000,1141071000
0,2,4,4,3,127.04675,37.586063,126.9847,37.57201,9,1123070500,1111061500
0,3,4,3,4,126.96029,37.480988,126.94696,37.54184,11,1162057500,1144059000
0,2,3,4,1,127.01921,37.645035,127.01248,37.65564,7,1130562500,1130564500
0,0,2,1,1,126.96731,37.548874,126.94834,37.53954,5,1117055500,1144058500
0,0,2,1,3,126.900764,37.559643,126.925804,37.524593,5,1144070000,1156054000
1,2,4,1,4,127.0365,37.49842,127.12065,37.48295,2,1168064000,1171064200
0,0,2,1,6,126.895805,37.502132,127.00471,37.565742,1,1156072000,1114059000
1,0,5,4,1,127.004036,37.60825,126.99865,37.610867,3,1129064000,1129064000
1,2,5,4,1,126.93289,37.479694,126.94224,37.48486,1,1162064500,1162060500
0,2,2,1,1,127.033,37.598053,127.02956,37.588108,3,1129070500,1129060000
0,2,4,1,3,126.95135,37.53449,126.89507,37.536278,5,1117057000,1156062000
1,3,2,2,1,126.912766,37.49866,126.92238,37.49412,1,1156068000,1159068000
0,4,2,2,1,126.95988,37.48943,126.95027,37.483383,11,1162054500,1162061500
1,0,4,4,7,127.011795,37.65048,127.084755,37.557594,7,1130564500,1121575000
1,2,2,1,7,126.85358,37.506054,127.00529,37.50825,6,1153073000,1165058000
1,0,4,5,7,127.08216,37.61453,127.12065,37.48295,13,1126062000,1171064200
0,1,3,4,7,127.0745,37.64981,126.972786,37.572796,13,1135062100,1111053000
0,1,4,3,7,127.08537,37.49257,126.97455,37.56353,4,1168073000,1114052000
0,0,2,1,1,127.06431,37.63551,127.08548,37.630566,13,1135061200,1135060000
1,2,4,4,2,127.07034,37.544857,127.08242,37.567795,0,1121571000,1121576000
0,2,5,1,2,126.85943,37.518303,126.89422,37.516567,6,1147062000,1156060500
0,0,2,1,1,127.06408,37.609386,127.06391,37.62466,13,1129081000,1135058000
1,4,3,2,3,126.94694,37.54962,126.959595,37.506313,5,1144061000,1159060500
1,0,2,1,3,127.02617,37.65938,127.0721,37.6377,7,1132071000,1135061100
0,1,3,2,7,127.091354,37.55899,126.925804,37.524593,0,1121577000,1156054000
0,1,4,1,5,127.12778,37.534306,127.02942,37.56628,0,1174065000,1120053500
0,3,4,4,7,127.09243,37.511665,126.91456,37.604538,4,1171068000,1138062500
0,0,4,5,2,126.937035,37.561035,126.94834,37.53954,5,1141058500,1144058500
0,0,2,1,7,127.0187,37.609486,127.05458,37.50417,3,1129066000,1168063000
0,2,6,4,7,127.08345,37.624477,126.88523,37.508358,13,1135060000,1153051000
0,2,5,2,2,126.85365,37.533287,126.89507,37.536278,6,1150055000,1156062000
0,3,4,4,1,126.900764,37.559643,126.92106,37.562405,5,1144070000,1144071000
1,0,2,1,2,126.90163,37.463356,126.88311,37.47783,1,1154562000,1154551000
1,2,2,2,1,126.920815,37.561783,126.92121,37.554344,5,1144071000,1144066000
0,2,4,4,7,126.85964,37.55595,127.01026,37.487865,12,1150052000,1165053000
0,2,3,4,7,127.06129,37.650402,126.925804,37.524593,13,1135069500,1156054000
0,2,4,3,1,127.0297,37.56745,127.02942,37.56628,10,1120053500,1120053500
1,2,4,4,1,127.06129,37.650402,127.04263,37.648487,13,1135069500,1132051100
1,4,2,3,1,127.07297,37.576775,127.08744,37.57946,9,1123066000,1126057000
1,0,2,1,2,126.91014,37.49009,126.906555,37.521545,1,1159067000,1156053500
0,0,3,3,1,126.93276,37.585606,126.918785,37.587833,5,1141068500,1138060000
1,0,3,1,2,127.00348,37.563404,126.96571,37.56865,5,1114059000,1111058000
0,3,2,3,1,126.90364,37.475784,126.88311,37.47783,1,1154563000,1154551000
0,0,4,2,2,126.826584,37.534958,126.866776,37.535057,6,1147058000,1147054000
1,2,4,3,2,127.04778,37.679993,127.029434,37.647396,7,1132052200,1132068000
0,3,2,3,2,126.94957,37.593525,126.972786,37.572796,5,1141064000,1111053000
0,4,4,4,6,126.88573,37.524372,126.99266,37.560867,6,1156061000,1114057000
0,1,4,3,3,126.944786,37.59682,126.94064,37.552467,5,1141066000,1144060000
0,0,1,1,1,127.0119,37.58544,127.01377,37.58782,3,1129055500,1129055500
0,3,4,1,3,127.14596,37.551018,127.134575,37.50432,0,1174053000,1171057000
1,4,4,4,3,126.83438,37.54428,126.87278,37.52021,6,1150056000,1147063000
0,2,3,3,7,126.90518,37.55489,127.12458,37.540825,5,1144069000,1174061000
1,2,5,2,2,127.07034,37.544857,127.04727,37.548042,0,1121571000,1120066000
0,3,2,3,1,126.90226,37.469326,126.8956,37.484562,1,1154564000,1153054000
0,4,4,3,6,127.065765,37.58652,127.11105,37.494446,9,1123073000,1171063100
0,2,4,4,6,126.85345,37.486706,126.96763,37.530537,6,1153076000,1117062500
1,1,3,1,2,127.147125,37.490997,127.11505,37.5016,4,1171053200,1171059000
0,2,3,2,2,126.83997,37.523254,126.866776,37.535057,6,1147059000,1147054000
0,0,2,1,7,127.09161,37.55013,126.906555,37.521545,0,1121586000,1156053500
1,4,2,3,3,126.94957,37.593525,126.91838,37.621952,5,1141064000,1138055100
0,3,4,5,7,127.04228,37.626144,126.96763,37.530537,13,1130560800,1117062500
1,2,4,4,6,127.14297,37.53863,127.00979,37.556786,0,1174068500,1114062500
1,0,4,6,1,126.90655,37.512436,126.906555,37.521545,1,1156051500,1156053500
0,2,3,4,4,126.87894,37.536404,126.92238,37.49412,6,1147055000,1159068000
1,2,2,2,3,127.0119,37.58544,126.97455,37.56353,3,1129055500,1114052000
1,0,2,1,7,127.08345,37.624477,126.93197,37.612537,13,1135060000,1138052000
1,0,6,3,3,126.942696,37.550606,127.00417,37.558838,5,1144060000,1114058000
0,4,3,2,1,127.0103,37.484177,127.02878,37.49143,2,1165053000,1165052000
1,4,4,6,5,126.909515,37.573635,127.00471,37.565742,8,1141071000,1114059000
1,0,6,3,3,126.932205,37.572433,126.983185,37.565777,5,1141061500,1114055000
1,1,4,1,4,126.92334,37.638718,127.0056,37.61599,8,1138069000,1129065000
1,4,2,2,7,127.04328,37.654743,127.0592,37.545345,7,1132051500,1120069000
0,2,2,1,1,126.89068,37.492123,126.88135,37.497166,1,1153055000,1153053000
1,0,2,1,1,126.888054,37.477966,126.8944,37.467144,1,1154551000,1154561000
0,3,2,2,4,126.8885,37.502903,126.947266,37.547443,1,1153056000,1144061000
0,2,4,6,4,126.91014,37.49009,126.95344,37.54889,1,1159067000,1144055500
0,2,4,2,5,127.02819,37.49071,126.925804,37.524593,2,1165052000,1156054000
1,2,4,2,5,127.05196,37.57187,127.0044,37.501976,9,1123060000,1165058100
1,1,4,2,3,127.02617,37.65938,127.0131,37.622063,7,1132071000,1130553400
0,2,4,2,7,127.10615,37.52054,126.94696,37.54184,4,1171069000,1144059000
0,0,4,4,1,126.9271,37.479458,126.94224,37.48486,1,1162065500,1162060500
0,0,4,2,2,127.03218,37.52906,127.01719,37.51394,2,1168054500,1165054000
1,0,5,4,1,126.936806,37.47438,126.93188,37.46926,1,1162066500,1162074500
1,1,5,1,1,126.9526,37.552162,126.95451,37.54658,5,1144055500,1144056500
0,1,6,4,2,127.13308,37.50557,127.10903,37.507053,4,1171057000,1171058000
1,0,3,2,5,126.94317,37.48728,126.97455,37.56353,11,1162060500,1114052000
0,1,4,2,2,126.85365,37.533287,126.83402,37.564774,6,1150055000,1150060300
0,3,2,1,1,127.02378,37.599327,127.02956,37.588108,3,1129058000,1129060000
0,1,3,4,6,126.91593,37.604206,127.038994,37.583984,8,1138062500,1123054500
1,3,2,3,1,127.036514,37.607403,127.04322,37.614918,3,1129071500,1129076000
1,4,3,2,3,126.96506,37.556892,126.925804,37.524593,5,1114068000,1156054000
1,3,4,2,1,127.06408,37.609386,127.06391,37.62466,13,1129081000,1135058000
0,4,2,3,1,126.909515,37.573635,126.88982,37.57964,8,1141071000,1144074000
0,0,2,2,5,126.915825,37.624588,126.983185,37.565777,8,1138055100,1114055000
1,3,4,4,1,127.026634,37.5611,127.02388,37.55368,10,1120052000,1120059000
1,1,2,1,2,127.07034,37.544857,127.04473,37.543495,0,1121571000,1120065000
1,3,3,3,3,126.90827,37.52375,126.94108,37.562218,6,1156053500,1141058500
0,1,4,2,2,126.862595,37.510986,126.85661,37.492252,6,1147068000,1153075000
0,1,2,1,2,127.02589,37.552574,126.994446,37.565884,10,1120059000,1114060500
1,0,2,4,1,127.12221,37.50976,127.12682,37.51835,4,1171056100,1171056600
1,4,2,2,7,127.042435,37.664932,127.01719,37.51394,7,1132069000,1165054000
0,3,2,3,2,126.96731,37.548874,126.983185,37.565777,5,1117055500,1114055000
1,3,2,3,1,127.02552,37.586002,127.02956,37.588108,3,1129060000,1129060000
1,2,2,3,3,126.88567,37.580196,126.83402,37.564774,8,1144074000,1150060300
0,3,4,1,3,127.09409,37.53881,127.05458,37.50417,0,1121587000,1168063000
0,2,4,3,3,127.01358,37.51543,127.00471,37.565742,2,1165054000,1114059000
0,2,2,3,7,126.91593,37.604206,126.8956,37.484562,8,1138062500,1153054000
0,1,3,1,4,126.84401,37.496304,126.83402,37.564774,6,1153077000,1150060300
1,1,3,1,4,126.86526,37.545395,126.88311,37.47783,12,1147053000,1154551000
0,0,4,2,2,127.03218,37.52906,127.0346,37.499786,2,1168054500,1168064000
1,3,6,2,3,127.010704,37.55071,127.047646,37.52253,10,1114063500,1168056500
0,0,3,1,7,126.84642,37.52336,126.9847,37.57201,6,1147057000,1111061500
1,3,6,4,3,127.0187,37.609486,127.035095,37.560013,3,1129066000,1120056000
0,3,4,5,2,127.07983,37.536068,127.04727,37.548042,0,1121582000,1120066000
0,0,2,1,7,127.02075,37.575657,126.873886,37.527237,3,1111071000,1147051000
1,2,4,4,3,126.84056,37.53351,126.8961,37.524788,6,1150054000,1156055000
1,1,4,3,2,127.0079,37.615818,127.02027,37.643963,3,1129065000,1130562500
0,1,4,3,1,126.932205,37.572433,126.94108,37.562218,5,1141061500,1141058500
1,0,6,4,2,126.97002,37.532654,126.99275,37.53361,5,1117062500,1117065000
1,1,4,3,2,127.06139,37.57029,127.035095,37.560013,9,1123061000,1120056000
1,3,4,4,5,126.94694,37.54962,126.94998,37.4629,5,1144061000,1162073500
1,0,2,5,4,126.91664,37.50338,127.0044,37.501976,1,1156069000,1165058100
0,2,4,3,3,126.993195,37.533176,127.05012,37.509747,2,1117065000,1168059000
1,1,4,2,7,126.88567,37.580196,127.034706,37.477028,8,1144074000,1165065100
1,3,4,4,2,127.01622,37.577267,126.972786,37.572796,3,1111070000,1111053000
1,3,2,2,1,126.93289,37.479694,126.94224,37.48486,1,1162064500,1162060500
0,2,4,2,7,127.1486,37.49973,126.99266,37.560867,4,1171055000,1114057000
0,1,4,3,5,127.07212,37.53465,126.983185,37.565777,0,1121584000,1114055000
0,1,3,2,3,127.0187,37.609486,127.06391,37.62466,3,1129066000,1135058000
0,1,6,4,1,126.906166,37.4405,126.90271,37.443546,1,1154569000,1154569000
0,2,3,3,7,126.94349,37.584732,127.08713,37.513924,5,1141062000,1171067000
1,4,5,3,1,126.95712,37.54675,126.96656,37.55938,5,1144056500,1114068000
1,3,3,3,7,126.907585,37.482822,126.9847,37.57201,1,1162072500,1111061500
1,4,3,2,3,126.91684,37.553707,126.849335,37.550766,5,1144066000,1150059100
0,3,3,4,5,126.964134,37.50585,127.02942,37.56628,11,1159060500,1120053500
1,2,4,1,7,127.13365,37.539375,126.925804,37.524593,0,1174062000,1156054000
1,2,4,3,2,127.02617,37.65938,127.048004,37.68332,7,1132071000,1132052200
1,3,2,3,1,127.0158,37.50503,127.01802,37.487484,2,1165056000,1165051000
0,2,4,4,7,126.84401,37.496304,127.032486,37.525246,6,1153077000,1168054500
1,2,4,2,1,126.87253,37.542698,126.87268,37.545135,6,1147052000,1147052000
0,0,3,3,2,126.90806,37.45953,126.8956,37.484562,1,1154570000,1153054000
1,0,2,1,7,127.071815,37.638103,127.12065,37.48295,13,1135061100,1171064200
1,2,4,4,2,127.02617,37.65938,127.024155,37.640617,7,1132071000,1130563500
0,1,3,4,1,127.0297,37.56745,127.01361,37.56627,10,1120053500,1114061500
1,1,2,1,3,127.03615,37.557762,127.05012,37.509747,10,1120056000,1168059000
1,0,2,2,3,126.96029,37.480988,126.9289,37.50731,11,1162057500,1159066000
0,3,4,5,1,126.97002,37.532654,126.96763,37.530537,5,1117062500,1117062500
1,1,3,4,7,126.8885,37.502903,127.10444,37.60375,1,1153056000,1126065500
0,1,4,3,1,126.94694,37.54962,126.947266,37.547443,5,1144061000,1144061000
1,1,5,3,4,126.979774,37.54946,126.995445,37.484463,5,1117051000,1165060000
0,0,2,1,1,127.117256,37.537052,127.1101,37.526978,0,1171051000,1171052000
0,1,6,4,2,127.12032,37.497013,127.09243,37.50404,4,1171062000,1171061000
0,2,4,4,7,127.15086,37.55883,127.0346,37.499786,0,1174055000,1168064000
0,3,4,2,2,126.9547,37.559666,126.96763,37.530537,5,1141055500,1117062500
0,0,6,5,1,126.875534,37.49406,126.8644,37.50005,1,1153052000,1153072000
1,1,3,1,2,127.06953,37.48678,127.0346,37.499786,4,1168067000,1168064000
0,1,2,4,1,127.060936,37.667366,127.07031,37.663116,7,1135071000,1135067000
0,1,4,1,1,126.91346,37.5069,126.919136,37.51433,1,1156066000,1156063000
0,1,6,4,1,127.0119,37.58544,127.02956,37.588108,3,1129055500,1129060000
1,2,2,3,1,127.065765,37.58652,127.05986,37.581562,9,1123073000,1123057000
1,3,2,3,5,127.15086,37.55883,127.0628,37.50562,0,1174055000,1168061000
0,2,4,1,7,127.142136,37.479412,127.03847,37.569088,4,1171064700,1120054000
0,2,4,2,7,127.147125,37.490997,126.9761,37.557823,4,1171053200,1114054000
1,2,2,2,1,127.03218,37.52906,127.03564,37.51618,2,1168054500,1168053100
1,3,2,4,1,126.8503,37.500046,126.84235,37.510254,6,1153074000,1147064000
0,0,3,2,2,126.856476,37.492092,126.84235,37.510254,6,1153075000,1147064000
0,3,4,2,4,127.06795,37.566452,126.998,37.52757,9,1123065000,1117070000
0,0,4,2,2,127.156105,37.49566,127.12213,37.496838,4,1171054000,1171062000
0,2,6,4,3,126.84303,37.515778,126.900505,37.531773,6,1147061000,1156056000
0,4,3,4,2,126.99554,37.52352,126.96763,37.530537,2,1117069000,1117062500
1,3,4,4,2,127.0187,37.609486,127.02607,37.62832,3,1129066000,1130553500
1,3,5,4,5,126.933266,37.60424,126.96763,37.530537,8,1138051000,1117062500
0,3,4,4,1,126.962,37.562935,126.97455,37.56353,5,1141056500,1114052000
1,1,4,1,1,127.00308,37.57851,127.00077,37.5796,3,1111064000,1111064000
1,1,3,1,4,126.90225,37.531227,126.97455,37.56353,6,1156056000,1114052000
1,3,4,5,4,126.91195,37.609497,126.983185,37.565777,8,1138056000,1114055000
1,4,2,3,1,127.06712,37.657173,127.05984,37.651226,7,1135064000,1135069500
0,2,3,4,4,126.86822,37.5168,126.92121,37.554344,6,1147067000,1144066000
1,1,3,4,3,126.86057,37.546474,126.80324,37.571564,12,1150053000,1150064000
1,0,3,3,7,127.06129,37.650402,127.04225,37.47005,13,1135069500,1165065200
0,2,4,1,3,127.126015,37.551807,127.102036,37.515274,0,1174058000,1171071000
0,1,4,1,2,126.944786,37.59682,126.93197,37.612537,5,1141066000,1138052000
0,1,2,1,1,126.87253,37.542698,126.88076,37.53633,6,1147052000,1147055000
1,1,4,1,1,126.962,37.562935,126.96143,37.569378,5,1141056500,1141052000
1,0,2,1,1,126.90119,37.488407,126.8956,37.484562,1,1156071000,1153054000
0,3,3,2,3,126.87133,37.552193,126.925804,37.524593,12,1150051000,1156054000
1,2,3,1,1,126.85054,37.552002,126.849335,37.550766,12,1150059100,1150059100
0,2,5,3,3,126.91684,37.553707,126.849335,37.550766,5,1144066000,1150059100
1,0,3,2,1,126.92811,37.486557,126.93287,37.499084,1,1162069500,1159055000
0,3,3,3,7,126.84056,37.53351,127.01026,37.487865,6,1150054000,1165053000
0,1,4,3,2,126.846016,37.542503,126.85145,37.565586,12,1150059000,1150060400
0,4,4,3,6,127.09401,37.60959,127.015854,37.543037,9,1126069000,1120064500
1,4,5,3,2,127.02787,37.509563,127.0628,37.50562,2,1168052100,1168061000
0,2,4,4,7,127.05997,37.661507,126.959595,37.506313,7,1135072000,1159060500
0,0,5,4,4,126.96807,37.538246,126.92238,37.49412,5,1117056000,1159068000
1,1,3,1,5,126.99908,37.477882,126.983185,37.565777,11,1165062000,1114055000
0,0,2,2,1,127.081345,37.64916,127.06506,37.655823,13,1135061900,1135064000
0,0,4,1,4,126.92166,37.59237,126.97208,37.54746,8,1138059000,1117053000
1,0,3,1,2,126.95916,37.575596,126.93307,37.57328,5,1111057000,1141061500
1,1,2,1,7,127.08216,37.61453,127.11505,37.5016,13,1126062000,1171059000
1,0,3,3,7,127.083,37.50547,126.93197,37.612537,4,1171065000,1138052000
0,2,4,4,7,127.135025,37.55229,126.9289,37.50731,0,1174057000,1159066000
1,0,6,3,3,126.900764,37.559643,126.95422,37.53429,5,1144070000,1117057000
1,4,4,4,1,127.01819,37.560776,127.017296,37.560993,10,1114066500,1114066500
1,4,3,3,1,126.964134,37.50585,126.959595,37.506313,11,1159060500,1159060500
0,2,4,4,7,127.07212,37.53465,127.07516,37.651646,0,1121584000,1135062100
1,3,4,4,4,126.91593,37.604206,126.93502,37.54649,8,1138062500,1144063000
0,1,3,3,3,126.942856,37.503136,126.88311,37.47783,11,1159054000,1154551000
0,1,4,2,7,126.8314,37.519863,127.04451,37.50055,6,1147061100,1168065000
0,0,5,4,7,126.84328,37.512978,127.0346,37.499786,6,1147064000,1168064000
1,2,4,1,1,127.02819,37.49071,127.04451,37.50055,2,1165052000,1168065000
0,2,4,2,7,127.10235,37.502632,126.91456,37.604538,4,1171060000,1138062500
0,2,3,4,5,126.91014,37.49009,127.00529,37.50825,1,1159067000,1165058000
0,1,6,1,3,126.88418,37.509296,126.93833,37.51354,6,1153051000,1159052000
1,4,3,5,3,126.87894,37.536404,126.84235,37.510254,6,1147055000,1147064000
1,1,6,5,5,126.92844,37.466244,126.84235,37.510254,1,1162074500,1147064000
0,1,3,2,1,126.9009,37.454594,126.8944,37.467144,1,1154567000,1154561000
0,2,3,4,1,126.92166,37.59237,126.93083,37.584583,8,1138059000,1141068500
1,0,2,4,1,127.09147,37.50212,127.075035,37.508385,4,1171061000,1171072000
1,0,3,2,1,126.89468,37.48678,126.8956,37.484562,1,1153054000,1153054000
1,3,2,3,1,127.01921,37.645035,127.01248,37.65564,7,1130562500,1130564500
1,2,4,4,1,126.97745,37.472748,126.95918,37.480938,11,1162063000,1162057500
0,1,4,4,5,127.07212,37.53465,126.983185,37.565777,0,1121584000,1114055000
0,2,6,4,7,127.08345,37.624477,127.14195,37.495697,13,1135060000,1171053100
0,1,3,1,7,127.04675,37.586063,126.906555,37.521545,9,1123070500,1156053500
0,1,4,4,5,126.93289,37.479694,127.0346,37.499786,1,1162064500,1168064000
1,2,3,1,6,127.05191,37.590824,127.1448,37.53016,9,1123071000,1174070000
0,2,4,3,5,126.83973,37.55025,126.92238,37.49412,12,1150061500,1159068000
0,1,2,1,2,127.08305,37.529644,127.060036,37.51189,0,1121583000,1168058000
1,3,5,4,7,127.056015,37.483974,126.91838,37.621952,2,1168066000,1138055100
1,3,2,3,1,127.019035,37.48753,127.01802,37.487484,2,1165051000,1165051000
0,1,5,2,4,126.95183,37.489433,126.900505,37.531773,11,1162056500,1156056000
0,1,4,1,7,126.90513,37.50257,127.06595,37.56431,1,1156067000,1123065000
1,4,1,2,1,126.95183,37.489433,126.94224,37.48486,11,1162056500,1162060500
1,1,2,1,7,127.060936,37.667366,127.04451,37.50055,7,1135071000,1168065000
0,2,6,4,7,127.06129,37.650402,127.04225,37.47005,13,1135069500,1165065200
1,3,4,2,4,126.84642,37.52336,126.925804,37.524593,6,1147057000,1156054000
0,2,5,2,4,127.00718,37.55233,127.01802,37.487484,10,1114062500,1165051000
0,1,4,4,1,126.942856,37.503136,126.959595,37.506313,11,1159054000,1159060500
1,2,5,4,2,127.03218,37.52906,127.04727,37.548042,2,1168054500,1120066000
1,2,4,1,7,127.126015,37.543873,126.88311,37.47783,0,1174061000,1154551000
0,0,6,5,3,126.942856,37.503136,126.88311,37.47783,11,1159054000,1154551000
0,0,2,1,3,126.907005,37.584816,126.972786,37.572796,8,1138064000,1111053000
0,3,2,3,7,126.906166,37.4405,126.99636,37.587566,1,1154569000,1111065000
0,0,4,5,7,127.08025,37.583115,127.04225,37.47005,9,1126055000,1165065200
0,1,4,1,6,126.82794,37.55346,126.92578,37.623363,12,1150061100,1138053000
1,2,3,1,1,126.91346,37.5069,126.906555,37.521545,1,1156066000,1156053500
0,3,5,3,3,126.88567,37.580196,126.94108,37.562218,8,1144074000,1141058500
0,2,4,3,7,127.142136,37.479412,127.03232,37.575073,4,1171064700,1123053600
1,2,5,4,1,126.84083,37.569103,126.8291,37.555573,12,1150060300,1150061100
0,3,4,4,1,126.91684,37.553707,126.92121,37.554344,5,1144066000,1144066000
0,2,4,3,5,126.817924,37.56868,126.8961,37.524788,12,1150063000,1156055000
0,1,3,3,3,126.99501,37.485264,126.93111,37.48375,11,1165060000,1162064500
1,1,2,1,6,126.90038,37.50939,126.93197,37.612537,1,1156058500,1138052000
1,3,2,3,2,127.14025,37.55642,127.12458,37.540825,0,1174059000,1174061000
1,2,3,4,1,127.07508,37.61078,127.07665,37.610058,13,1126063000,1126063000
1,0,5,4,7,127.1438,37.53128,126.97455,37.56353,0,1174070000,1114052000
0,1,3,1,1,126.85054,37.552002,126.869385,37.552986,12,1150059100,1150051000
0,2,3,3,7,127.05196,37.57187,126.92238,37.49412,9,1123060000,1159068000
1,1,3,2,3,127.01819,37.560776,127.0592,37.545345,10,1114066500,1120069000
1,3,3,3,3,126.85943,37.518303,126.83402,37.564774,6,1147062000,1150060300
0,1,4,1,5,127.07297,37.576775,126.972786,37.572796,9,1123066000,1111053000
0,0,1,1,1,127.100975,37.5999,127.09992,37.594204,9,1126065500,1126066000
1,1,2,1,4,126.94894,37.50926,126.99266,37.560867,11,1159051000,1114057000
1,3,2,3,2,127.08305,37.529644,127.09184,37.54918,0,1121583000,1121586000
1,4,5,3,2,126.98985,37.539818,126.96656,37.55938,2,1117066000,1114068000
0,4,4,3,3,126.928795,37.52282,126.90342,37.47732,1,1156054000,1154563000
0,0,2,1,7,127.044174,37.604347,126.88311,37.47783,3,1129072500,1154551000
1,4,3,2,3,126.95135,37.53449,126.9847,37.57201,5,1117057000,1111061500
0,3,4,3,2,127.03106,37.657215,127.0538,37.665268,7,1132068100,1135070000
1,3,3,4,1,127.06712,37.657173,127.06506,37.655823,7,1135064000,1135064000
1,2,2,3,1,127.08338,37.57432,127.08744,37.57946,9,1126054000,1126057000
0,0,5,4,4,126.938965,37.509956,126.9847,37.57201,11,1159052000,1111061500
1,2,4,5,2,127.033,37.598053,127.00077,37.5796,3,1129070500,1111064000
0,4,3,3,1,127.13003,37.496304,127.12213,37.496838,4,1171063200,1171062000
1,0,2,1,1,127.01775,37.498066,127.0346,37.499786,2,1165053100,1168064000
0,3,3,4,4,126.826584,37.534958,126.89422,37.516567,6,1147058000,1156060500
1,3,3,1,1,126.93276,37.585606,126.93083,37.584583,5,1141068500,1141068500
0,1,2,2,4,127.03615,37.557762,127.04953,37.48738,10,1120056000,1168065600
0,1,3,1,1,127.01282,37.579914,126.99636,37.587566,3,1111069000,1111065000
1,4,4,4,3,126.88937,37.51698,126.845436,37.495926,6,1156060500,1153077000
0,0,2,1,2,126.93169,37.615192,126.93083,37.584583,8,1138052000,1141068500
